報告年度:2021,議題:人力發展,,,,,,,
公司代號,公司名稱,員工福利平均數(仟元/人)(每年6/2起公開)-員工福利平均數(仟元/人)(每年6/2起公開),員工薪資平均數(仟元/人)(每年6/2起公開)-員工薪資平均數(仟元/人)(每年6/2起公開),非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開),非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開),管理職女性主管占比-管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率
8213,志超,3668,3425,1549,1337,27.78%,2,0.52%
8215,明基材,1192,1032,1055,745,27.00%,4,0.00%
8222,寶一,589,488,462,428,29.00%,0,0.00%
8249,菱光,2102,1854,1425,1198,17.00%,0,0.00%
8261,富鼎,2320,2058,1897,1512,15.00%,3,2.00%
8271,宇瞻,1413,1178,1084,959,31.08%,0,0.00%
8341,日友,1259,1102,942,705,8.62%,7,1.95%
8367,建新國際,929,785,761,686,31.82%,16,3.43%
8374,羅昇,1313,1133,946,836,20.00%,0,0.00%
8404,百和興業-KY,,,,,0.30%,27,0.72%
8411,福貞-KY,,,,,26.67%,8,0.63%
8422,可寧衛*,1129,964,838,647,0.00%,3,1.91%
8429,金麗-KY,,,,,0.00%,0,0.00%
8438,昶昕,849,733,655,559,33.33%,3,0.16%
8442,威宏-KY,,,,,0.00%,0,0.00%
8443,阿瘦,578,468,512,461,50.00%,15,2.69%
8454,富邦媒,975,803,867,743,55.85%,47,1.70%
8462,柏文,840,738,522,455,51.77%,7,0.45%
8463,潤泰材,868,713,643,555,1.21%,5,1.52%
8464,億豐,1952,1733,1373,1095,23.26%,4,1.52%
8466,美吉吉-KY,,,,,22.45%,21,2.30%
8467,波力-KY,,,,,7.80%,0,0.00%
8473,山林水,575,467,520,464,0.20%,0,0.00%
8476,台境*,841,711,586,519,15.38%,0,0.00%
8478,東哥遊艇,1173,1078,857,794,18.92%,5,0.76%
8481,政伸,1296,1157,1111,1022,38.46%,3,1.12%
8482,商億-KY,,,,,5.00%,155,8.00%
8487,愛爾達-創,,,,,,,
8488,吉源-KY,,,,,22.22%,0,0.00%
8499,鼎炫-KY,,,,,40.00%,0,0.00%
8926,台汽電,1684,1413,1192,1029,15.38%,0,0.00%
8940,新天地,719,593,546,462,49.40%,6,1.47%
8996,高力,923,809,756,716,22.00%,3,0.60%
9103,美德醫療-DR,,,,,,,
910322,康師傅-DR,,,,,,,
9105,泰金寶-DR,,,,,,,
910861,神州-DR,,,,,,,
9110,越南控-DR,,,,,,,
911608,明輝-DR,,,,,,,
911622,泰聚亨-DR,,,,,,,
911868,同方友友-DR,,,,,,,
912000,晨訊科-DR,,,,,,,
9136,巨騰-DR,,,,,,,
9802,鈺齊-KY,,,,,68.31%,34,2.05%
9902,台火,1227,994,668,710,37.50%,0,0.00%
9904,寶成,924,788,813,598,54.00%,8,0.26%
9905,大華,795,633,668,625,19.51%,2,0.67%
9906,欣巴巴,1135,968,676,558,57.00%,1,2.00%
9907,統一實,992,826,824,791,10.42%,7,0.62%
9908,大台北,1249,1074,1022,978,4.33%,0,0.00%
9910,豐泰,1321,1147,1154,862,42.30%,68,0.05%
9911,櫻花,943,825,748,637,23.29%,7,0.85%
9912,偉聯,1439,1220,856,774,10.00%,0,0.00%
9914,美利達,1081,965,938,773,16.22%,15,1.20%
9917,中保科,905,760,729,677,28.60%,41,1.70%
9918,欣天然,1211,1032,938,865,24.00%,0,0.00%
9919,康那香,760,648,552,484,40.00%,12,1.23%
9921,巨大,1030,894,875,710,33.33%,0,0.00%
9924,福興,684,578,552,466,28.26%,10,0.80%
9925,新保,813,676,659,609,5.67%,19,1.05%
9926,新海,1159,979,1222,1279,24.39%,0,0.00%
9927,泰銘,902,757,668,633,9.09%,0,0.00%
9928,中視,782,653,683,623,28.57%,3,0.67%
9929,秋雨,654,536,501,470,40.00%,1,0.83%
9930,中聯資源,1756,1526,1368,1259,8.57%,0,0.00%
9931,欣高,1100,937,897,820,2.00%,0,0.00%
9933,中鼎,1436,1249,1191,1074,13.82%,0,0.00%
9934,成霖,1259,1088,624,589,34.15%,0,0.00%
9935,慶豐富,634,563,544,478,16.67%,6,1.05%
9937,全國,438,367,487,393,47.51%,27,1.40%
9938,百和,880,767,671,525,14.30%,20,2.00%
9939,宏全,766,673,648,599,5.45%,2,0.55%
9940,信義,1570,1412,1263,945,18.50%,191,3.75%
9941,裕融,1732,1560,1285,1063,28.90%,3,0.44%
9942,茂順,703,590,567,518,20.00%,4,0.39%
9943,好樂迪,464,383,419,374,5.20%,14,0.50%
9944,新麗,714,613,608,525,38.46%,0,0.00%
9945,潤泰新,1110,983,653,376,38.00%,0,0.00%
9946,三發地產,1205,1035,834,771,34.48%,2,1.57%
9955,佳龍,754,599,527,429,28.57%,0,0.00%
9958,世紀鋼,841,717,690,638,6.38%,2,0.62%
