報告年度:2021,議題:廢棄物管理,,,,,,,
公司代號,公司名稱,有害廢棄物(公噸(t))-有害廢棄物(公噸(t)),非有害廢棄物(公噸(t))-非有害廢棄物(公噸(t)),總重量(有害+非有害)(公噸(t))-總重量(有害+非有害)(公噸(t)),資料範圍-資料範圍,廢棄物密集度-密集度(公噸/單位),廢棄物密集度-單位,取得驗證-取得驗證
9911,櫻花,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,ISO 14001
9912,偉聯,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
9914,美利達,0,2109,2109,僅母公司,0.09,營業額單位為佰萬元                                                                                                                                                                                      ,依據行政院環境保護署及有關機關之標準方法進行採樣、檢測。                                                                                                                                                
9917,中保科,0,0,28.867,母公司,4.0205,計算標準:排放量/每百萬元營收                                                                                                                                                                            ,
9918,欣天然,0,0,5.2,欣欣大樓,5.2,營業額,
9919,康那香,0,1301,1301,僅個體公司所有製造廠區(不含分公司),0.2,產量(噸)                                                                                                                                                                                                ,
9921,巨大,0,3585,3585,僅母公司日南廠,0.0042,單台                                                                                                                                                                                                    ,
9924,福興,12.47,70.09,82.56,僅母公司,82.56,百萬營業額                                                                                                                                                                                              ,ISO 14001
9925,新保,0,136.5,136.5,母公司,無，無統計相關數據,,
9926,新海,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
9927,泰銘,0,0,565.75,全廠,0.0188,產品,
9928,中視,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
9929,秋雨,0,1.8,1.8,僅母公司,無，無統計相關數據,,
9930,中聯資源,0.83,33896.76,33897.59,僅母公司,3.4287,公噸/百萬營業額(其中99.54%為廠內回收再利用)                                                                                                                                                             ,ISO 14001
9931,欣高,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
9933,中鼎,0,1776.491,1776.491,中鼎總部大樓加上全球工地的一般廢棄物量,77.0067,百萬工時                                                                                                                                                                                                ,
9934,成霖,0,3.6,3.6,母公司,無，無統計相關數據,,
9935,慶豐富,0,563,563,僅母公司,0.0001,營業額,
9937,全國,0,0,929.34,涵蓋本公司所有營運據點及同為經營加油站之子公司埔祥開發(股)公司及上員(股)公司,0.001,單位銷售產出量 KG/L                                                                                                                                                                                     ,
9938,百和,0,1345.54,1345.54,台灣百和工業股份有限公司,0.17,產品,
9939,宏全,72.89,11705.71,11778.6,僅母公司,"無，因產業特性不同，分為包材及飲料品項: 1.包材技術群:0.559(噸/百萬營收) 2.飲料技術群:0.0248(噸/成品(千公升))",,ISO 14001
9940,信義,0,0,381.659,信義房屋股份有限公司,0.07,員工人數                                                                                                                                                                                                ,ISO 14001
9941,裕融,0,0,72.72,母公司+子公司新鑫、裕富數位,0.0587,人                                                                                                                                                                                                      ,
9942,茂順,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
9943,好樂迪,0,1457.95,1457.95,廚餘廢油焚化,0.8668,廢棄物量密集度(1457.95)/其他-營收百萬元(1681.905)                                                                                                                                                       ,
9944,新麗,0,51.91,51.91,新麗企業八德廠,0.0564,產品,
9945,潤泰新,0,120,120,冬山廠(子公司),無，無統計相關數據,,
9946,三發地產,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
9955,佳龍,0,0,13.83,包含合併財務報表之母子公司,無，無統計相關數據,,
9958,世紀鋼,0,112.49,112.49,桃園市觀音區中山路一段1119號,無，無統計相關數據,,ISO 14001
