"報告年度:2023","議題:水資源管理"
"公司代號","公司名稱","用水量(公噸(t))-用水量(公噸(t))","資料範圍-資料範圍","用水密集度-用水密集度","用水密集度-單位","驗證標準-取得驗證"
"=""8926""","台汽電","854,310.0000","台汽電官田廠","359.0773","公噸/百萬元營業額","確信準則3000號（TWSAE3000）"
"=""8940""","新天地","57,691.0000","僅東區店、北區店、梧棲店","0.0510","仟元營業額","N/A"
"=""8996""","高力","32.6700","母公司","0.0079","公噸/百萬元營業額","N/A"
"=""9802""","鈺齊-KY","584,983.0000","合併財務報表之母子公司","N/A","N/A","N/A"
"=""9902""","台火","1.1200","公司營運過程中，用水來源均自「臺北自來水事業處」，並未使用地下水或其他水源，產生只有一般生活污水","N/A","N/A","N/A"
"=""9904""","寶成","10,193,400.0000","本公司製鞋業務範圍","0.0550","公噸/產品","N/A"
"=""9905""","大華","88,185.0000","母公司","38.6100","公噸/百萬元營業額","N/A"
"=""9906""","欣巴巴","N/A","N/A","N/A","N/A","N/A"
"=""9907""","統一實","843,281.0000","台灣個體一廠及二廠","1.5133","公噸/產品","N/A"
"=""9908""","大台北","13,618.0000","母公司三棟大樓自用樓層及內湖工務部","4.0017","公噸/百萬元營業額","N/A"
"=""9910""","豐泰","1,078,800.0000","包含豐泰集團總部及各地區子公司，但不包含控股等關係企業，亦不包含於 2023 年 12 月才開始投產之 Vietnam Nam Ha Footwear Company Limited 及 India Tindivanam Footwear Private Limited 兩家子公司。","12.5782","公噸/百萬元營業額","N/A"
"=""9911""","櫻花","11,634.3379","盤查邊界為本公司國內各工廠、國內屬本公司組織。","1.4100","公噸/百萬元營業額","N/A"
"=""9912""","偉聯","N/A","N/A","N/A","N/A","N/A"
"=""9914""","美利達","67,500.0000","母公司","3.3735","公噸/百萬元營業額","N/A"
"=""9917""","中保科","50,279.0000","總公司旗下據點及分公司","6.5760","公噸/百萬元營業額","N/A"
"=""9918""","欣天然","1,810.0000","欣欣大樓","0.9464","公噸/百萬元營業額","N/A"
"=""9919""","康那香","229,072.0000","佳里廠: 臺南市佳里區民安里同安寮77-1號 口寮廠: 臺南市將軍區將軍里三吉66之1號 佳里三廠: 臺南市將軍區苓仔寮里源頭1-2號","14.8300","公噸/產品","N/A"
"=""9921""","巨大","2,048,816.4007","巨大集團( 不含台灣與大陸以外之銷售據點) 據點，包含全球製造據點。廠區用水包含市政供水、部分地表水( 昆山廠區，水源為邵涇河、景王河) 和地下水。","0.4880","公噸/產品","N/A"
"=""9924""","福興","N/A","N/A","N/A","N/A","N/A"
"=""9925""","新保","N/A","N/A","2,553.5073","公噸/百萬元營業額","N/A"
"=""9926""","新海","5,027.0000","母公司","N/A","N/A","N/A"
"=""9927""","泰銘","29,518.0000","全廠","4.2361","公噸/百萬元營業額","N/A"
"=""9928""","中視","N/A","N/A","N/A","N/A","N/A"
"=""9929""","秋雨","75,341.0000","無資料","N/A","N/A","N/A"
"=""9930""","中聯資源","223,813.0000","涵蓋母公司南部研磨廠及中部研磨廠","20.1912","公噸/百萬元營業額","ISO 46001"
"=""9931""","欣高","N/A","N/A","N/A","N/A","N/A"
"=""9933""","中鼎","432,712.0000","中鼎工程100%所有營運據點","11.5000","公噸/人","N/A"
"=""9934""","成霖","3,962.0000","(A)6.僅揭露母公司 (B)子公司(山東美林衛浴有限公司)-用水量：640243；用水密度：11.89公噸/產品(噸)","25.0800","公噸/人","N/A"
"=""9935""","慶豐富","N/A","N/A","N/A","N/A","N/A"
"=""9937""","全國","453,400.8300","包含合併財務報表之母子公司","0.5097","公噸/產品銷售量(公秉)","N/A"
"=""9938""","百和","1,763,279.6300","本公司、越南百和公司、印尼百和公司、江蘇百宏公司、東莞百宏公司、越南百宏公司。 ","147.7761","公噸/百萬元營業額","N/A"
"=""9939""","宏全","1,741.8400","包材、飲料事業體","51.9000","公噸/百萬元營業額","N/A"
"=""9940""","信義","75,058.2600","信義房屋股份有限公司  ","5.7785","公噸/一千工時","ISO 46001"
"=""9941""","裕融","16,135.0000","本公司+子公司新鑫、裕富全台營運辦公室據點","10.0200","公噸/員工人數","N/A"
"=""9942""","茂順","78,302.7300","茂順公司第一~六廠、租賃廠","22.0000","公噸/百萬元營業額","N/A"
"=""9943""","好樂迪","369,000.0000","合併財務報表之母子公司","133.1300","公噸/百萬元營業額","N/A"
"=""9944""","新麗","12,726.0000","母公司","9.5300","公噸/產品","N/A"
"=""9945""","潤泰新","574,716.0000","包含合併財務報表之母子公司","19.6100","公噸/百萬元營業額","N/A"
"=""9946""","三發地產","2,166.0000","2023年","N/A","其他","其他"
"=""9955""","佳龍","4,242.0000","僅母公司","N/A","N/A","N/A"
"=""9958""","世紀鋼","21,802.6621","三廠區加總用水量","2.6926","公噸/百萬元營業額","N/A"
