"報告年度:2023","議題:廢棄物管理"
"公司代號","公司名稱","有害廢棄物(公噸(t))-有害廢棄物(公噸(t))","非有害廢棄物(公噸(t))-非有害廢棄物(公噸(t))","總重量(有害+非有害)(公噸(t))-總重量(有害+非有害)(公噸(t))","資料範圍-資料範圍","廢棄物密集度-密集度(公噸/單位)","廢棄物密集度-單位","驗證標準-取得驗證"
"=""6409""","旭隼","2.1300","324.0000","326.1300","1.旭隼科技工廠的無害廢棄物(一般可回收廢棄物以及一般不可回收廢棄物)，均委託工業區垃圾回收站處理。一般可回收廢棄物所占比重，約90%。        旭隼科技工廠的無害廢棄物，工業區垃圾回收站回饋，廢棄物處理的方式，按材質分為以下四類：     (1 )主機殼鐵殼：廢鐵壓包、轉賣回收。     (2 )塑膠：可回收部分轉賣，不可回收部分拉去填埋場處理。     (3 )紙皮：紙廠回收。     (4)以上3類之外的其他廢棄物：填埋場處理。        綜上所述：填埋的廢棄物，比例較小，比重約8%；大部分廢棄物被回收利用，比重約92%。 到目前為止，旭隼科技沒有發生任何廢棄物污染事件。        旭隼科技製造和裝運的產品均為合格產品，滿足客戶規定的品質、安全和環保要求，以及相應的區域法律法規的要求。          作為全球不斷電系統以及逆變器專業的DMS工廠，旭隼科技的產品不僅滿足客戶的要求，而且符合相應地區的品質標準、安全標準和環保法規，包括歐盟RoHS指令、        REACH法規和WEEE指令。並無運輸、輸入、輸出被「巴塞爾公約」附錄I、II、III、VIII視為有害廢棄物的物質。  2.公司在營運過程中所處理的全部固體廢棄物（即不可回收、再利用或焚燒的廢棄物用於能源回收），公司擁有可靠且可審計的資料獲取和匯總系統。  ","0.0172","公噸/百萬元營業額","ISO 9001,ISO 14001,ISAE3000"
"=""6412""","群電","100.6900","3,326.0100","3,426.7000","台北總公司+東莞廠+蘇州廠+重慶廠+泰國廠","0.0940","公噸/百萬元營業額","ISO 14001"
"=""6414""","樺漢","0.0000","2.4860","2.4860","新北市中和區建康路10號3-6F ","N/A","N/A","N/A"
"=""6415""","矽力*-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6416""","瑞祺電通","0.0000","0.6100","0.6100","僅母公司","0.0002","公噸/百萬元營業額","N/A"
"=""6426""","統新","16.7100","0.0000","16.7100","112年1月-12月","N/A","N/A","N/A"
"=""6431""","光麗-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6438""","迅得","0.0000","71,999.0000","71,999.0000","母公司中壢廠及楊梅廠","108.4300","公噸/人","N/A"
"=""6442""","光聖","0.0000","38,360.0000","38,360.0000","僅母公司","14.6558","公噸/百萬元營業額","N/A"
"=""6443""","元晶","1,031.4000","3,029.3000","4,060.7000","112年新竹廠、屏東廠資料加總","0.4916","公噸/百萬元營業額","ISO 14001"
"=""6446""","藥華藥","9.2700","24.5300","33.8000","藥華醫藥台北總公司+台中廠","0.0060","公噸/百萬元營業額","N/A"
"=""6449""","鈺邦","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6451""","訊芯-KY","54.8390","53.6830","108.5220","""""""中國廣東省中山市火炬開發區建業東路9號；增設一處經營場所具體為:中山市火炬開發區建業東路9號之一2棟 中國廣東省中山市火炬開發區建業東路9號之一1棟"""""" ","0.0208","公噸/百萬元營業額","N/A"
"=""6456""","GIS-KY","410.9600","9,004.6170","9,415.5770","業成控股股份有限公司、 業成科技(成都)有限公司、 業成光電(深圳)有限公司、 業成光電(無錫)有限公司(僅2022年進行確信)、 英特盛科技股份有限公司、 英特盛科技股份有限公司(后里廠)","0.1438","公噸/百萬元營業額","ISO 14001"
"=""6464""","台數科","N/A","283.5800","283.5800","台灣數位光訊科技股份有限公司暨所屬營運公司","N/A","N/A","N/A"
"=""6472""","保瑞","620.3000","171.1700","791.4700"," 部分合併報表母子公司  ","0.0557","公噸/百萬元營業額","N/A"
"=""6477""","安集","0.4600","51.2600","51.7200","母公司及合併公司","0.0344","公噸/百萬元營業額","N/A"
"=""6491""","晶碩","82.7530","2,721.2010","2,803.9540","僅母公司","3.2000","每單位產品廢棄物產出量","ISO 14001"
"=""6504""","南六","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6505""","台塑化","440.3700","1,517,451.1600","1,517,891.5300","麥寮一廠、麥寮二廠、麥寮三廠","2.1369","公噸/百萬元營業額","N/A"
"=""6515""","穎崴","5.4700","805.7200","811.1900","台灣所有廠區","0.2203","公噸/百萬元營業額","ISO 14001"
"=""6525""","捷敏-KY","243.3000","1,128.5000","1,371.8000","包含合併財務報表之母子公司","0.3104","公噸/百萬元營業額","N/A"
"=""6526""","達發","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6531""","愛普*","0.0660","0.0000","0.0660","母公司，以及轉投資-愛普存儲技術(杭州)有限公司","0.0000","公噸/百萬元營業額","N/A"
"=""6533""","晶心科","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6534""","正瀚-創","2.7495","11.2450","13.9945","正瀚生技股份有限公司企業總部暨研發中心","0.0092","公噸/百萬元營業額","N/A"
"=""6541""","泰福-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6550""","北極星藥業-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6552""","易華電","1,136.0622","126.5624","1,262.6246","2023.1.1~2023.12.31","0.0000","公噸/產品","N/A"
"=""6558""","興能高","71.9400","107.5900","179.5300","範疇三","0.1465","公噸/百萬元營業額","ISO 9001,ISO 14001"
"=""6573""","虹揚-KY","662.7000","27.5100","690.2100","包含合併財務報表之母子公司","N/A","N/A","N/A"
"=""6579""","研揚","0.1400","32.5750","32.7150","僅母公司","0.0070","公噸/百萬元營業額","N/A"
"=""6581""","鋼聯","931.8200","96,228.8100","97,160.6300","112年全廠產出量","1.8877","公噸/產品","N/A"
"=""6582""","申豐","15.8400","549.8000","565.6400","母公司","N/A","N/A","N/A"
"=""6585""","鼎基","0.0000","349.3500","349.3500","高雄廠及屏東廠","N/A","N/A","ISO 14001"
"=""6589""","台康生技","7.3638","49.0784","56.4422","汐止總公司及竹北分公司","N/A","N/A","N/A"
"=""6591""","動力-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6592""","和潤企業","N/A","64.4148","64.4148","和潤企業股份有限公司、和運國際融資租賃有限公司、和勁企業股份有限公司、和潤電能股份有限公司之一般生活廢棄物","N/A","公噸/百萬元營業額","N/A"
"=""6598""","ABC-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6605""","帝寶","0.0000","1,182.6300","1,182.6300","僅母公司","0.0842","公噸/百萬元營業額","N/A"
"=""6606""","建德工業","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6625""","必應","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6641""","基士德-KY","6.1400","19.3000","25.4400","川源(中國)機械有限公司平湖廠區","0.0186","公噸/百萬元營業額","N/A"
"=""6645""","金萬林-創","0.0000","0.1920","0.1920","實驗室生物醫療廢棄物，無有害成分。","N/A","N/A","N/A"
"=""6655""","科定","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6657""","華安","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6658""","聯策","N/A","N/A","N/A","N/A","N/A","N/A","ISO 14001"
"=""6666""","羅麗芬-KY","0.0000","44.8900","44.8900","子公司嘉文麗（福建）化妝品有限公司","0.0345","公噸/產品","N/A"
"=""6668""","中揚光","24.8100","62.2280","87.0380","中揚光電股份有限公司：台中市南屯區工業區二十二路21號","2.8445","公噸/百萬元營業額","N/A"
"=""6669""","緯穎","78.4600","5,218.3000","5,296.7600","全球主要營運據點及製造廠區","0.0218","公噸/百萬元營業額","ISO 9001,ISO 14001"
"=""6670""","復盛應用","75.2900","5,811.9600","5,887.2500","母公司","0.3015","公噸/百萬元營業額","ISO 14001"
"=""6671""","三能-KY","20.0000","675.7200","695.7200","合併財務報表之母子公司","0.3650","公噸/百萬元營業額","N/A"
"=""6672""","騰輝電子-KY","195.0000","1,093.0000","1,288.0000","合併財務報表之子公司生產型廠區","0.2718","公噸/百萬元營業額","N/A"
"=""6674""","鋐寶科技","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6689""","伊雲谷","0.0000","0.0000","12.8139","伊雲谷總部","0.0041","公噸/百萬元營業額","N/A"
"=""6691""","洋基工程","0.0000","4,599.7700","4,599.7700","台灣總公司、新竹、台中、台南營業據點","0.3421","公噸/百萬元營業額","N/A"
"=""6695""","芯鼎","0.0926","0.0000","0.0926","母公司","0.0001","公噸/百萬元營業額","N/A"
"=""6698""","旭暉應材","0.0000","9.1000","9.1000","全公司","0.0081","公噸/百萬元營業額","N/A"
"=""6706""","惠特","0.0000","19.2500","19.2500","僅母公司","0.0144","公噸/百萬元營業額","N/A"
"=""6715""","嘉基","13.6966","78.4340","92.1306","包含合併財務報表之母子公司-台灣嘉基科技及蘇州嘉基","0.0405","公噸/百萬元營業額","ISO 14001"
"=""6719""","力智","0.0000","4.6800","4.6800","母公司","0.0015","公噸/百萬元營業額","N/A"
"=""6742""","澤米","0.0000","57.8200","57.8200","母公司全體廠區","0.1058","公噸/百萬元營業額","N/A"
"=""6743""","安普新","61.9400","250.9800","312.9200","包含合併財務報表之母子公司","0.0810","公噸/百萬元營業額","N/A"
"=""6753""","龍德造船","0.0000","960.6600","960.6600","僅母公司","0.1926","公噸/百萬元營業額","N/A"
"=""6754""","匯僑設計","0.0000","89.9800","89.9800","總公司+中壢鴻僑","N/A","N/A","N/A"
"=""6756""","威鋒電子","N/A","N/A","0.4400","事業廢棄物","N/A","N/A","N/A"
"=""6757""","台灣虎航-創","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6768""","志強-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6770""","力積電","4,672.0300","8,399.1500","13,071.1800","包含合併財務報表之母子公司","0.0149","單位廢棄物產出（公斤/平方公分）","ISO 14001"
"=""6771""","平和環保-創","467.3700","7,252.1800","7,719.5500","母公司","N/A","N/A","N/A"
"=""6776""","展碁國際","0.0000","5.0512","5.0512","申報公司及100%持股子公司及博瑞達總部","0.0002","公噸/百萬元營業額","N/A"
"=""6781""","AES-KY","24.1011","549.3433","573.4444","資料涵蓋範圍包含合併財務報表之母子公司","0.0572","公噸/百萬元營業額","ISO 9001,ISO 14001"
"=""6782""","視陽","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6789""","采鈺","1,254.0000","741.0000","1,995.0000","采鈺公司新竹廠、中壢廠及龍潭廠","0.0002","公噸/產品","N/A"
"=""6790""","永豐實","0.0000","4,518.0000","4,518.0000","台灣區主要紙品工廠","0.0300","公噸/產品","ISO 9001,ISO 14001"
"=""6792""","詠業","272.8200","108.6335","381.4535","母公司","0.2762","公噸/百萬元營業額","ISO 14001"
"=""6794""","向榮生技-創","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6796""","晉弘","0.0045","1.5200","1.5245","母公司","0.0028","公噸/百萬元營業額","N/A"
"=""6799""","來頡","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6805""","富世達","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6806""","森崴能源","0.0000","1.8700","1.8700","數據統計僅包含頂埔大樓森崴能源總部，且根據整棟大樓總產生量以人數進行平均分攤","N/A","N/A","N/A"
"=""6807""","峰源-KY","120.0000","7,140.0000","7,260.0000","主要生產基地","1.7252","公噸/百萬元營業額","N/A"
"=""6830""","汎銓","1.0950","1.6050","2.7000","僅台灣母公司","0.0016","公噸/百萬元營業額","N/A"
"=""6834""","天二科技","126.1800","124.2790","250.4590","112/1/1~112/12/31","N/A","N/A","ISO 14001"
"=""6835""","圓裕","263.1000","38.9395","302.0395","子公司昆山圓裕電子科技有限公司","0.1374","公噸/百萬元營業額","N/A"
"=""6854""","錼創科技-KY創","98.1000","29.7500","127.8500","2023年","0.0137","公噸/產品","ISO 14001"
"=""6861""","睿生光電","0.2000","12.8000","13.0000","僅母公司","0.0100","公噸/百萬元營業額","N/A"
"=""6863""","永道-KY","16.9700","916.5000","933.4700","台北、揚州","N/A","N/A","ISO 9001,ISO 14001"
"=""6869""","雲豹能源-創","0.0000","38.5000","38.5000","太陽光電案場施工期間","N/A","N/A","N/A"
"=""6873""","泓德能源-創","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6890""","來億-KY","848.4778","8,698.6758","9,547.1536","台灣總部(旺隆)、樂億廠、樂億II廠、億春廠(A、B)、昌億廠、億柏廠、億碩廠","0.3408","公噸/百萬元營業額","N/A"
"=""6901""","鑽石投資","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6902""","走著瞧-創","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6906""","現觀科","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6914""","阜爾運通","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6916""","華凌","19.1100","43.9700","63.0800","母公司台灣總部及中科廠","0.0283","公噸/百萬元營業額","N/A"
"=""6928""","攸泰科技","N/A","N/A","N/A","N/A","N/A","N/A","ISO 14001"
"=""6931""","青松健康","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6933""","AMAX-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6937""","天虹","N/A","N/A","0.0000","N/A","N/A","N/A","N/A"
"=""6949""","沛爾生醫-創","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6951""","青新-創","0.0000","124.7946","124.7946","112/1/1至112/12/31","N/A","N/A","N/A"
"=""6952""","大武山","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6957""","裕慶-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6969""","成信實業*-創","0.0000","23.5820","23.5820","已完成母公司","0.1890","公噸/百萬元營業額","N/A"
"=""8011""","台通","0.0000","74.2000","74.2000","營運控制權	 台通總部加蘆竹工廠","0.0365","公噸/百萬元營業額","N/A"
"=""8016""","矽創","1.9863","2.3792","4.3655","矽創電子(新竹總部及臺北辦公室)","0.0004","公噸/百萬元營業額","N/A"
"=""8021""","尖點","0.0000","89.2000","89.2000","僅母公司","N/A","N/A","ISO 14001"
"=""8028""","昇陽半導體","817.7820","1,646.6485","2,464.4305","新竹巿力行路6號及8號3-4樓、台中巿梧棲區建七路2號","0.7406","公噸/百萬元營業額","ISO 14001"
"=""8033""","雷虎","0.0000","7.3320","7.3320","112年1月-112年12月","0.0001","營業額以仟元計算","N/A"
"=""8039""","台虹","929.9300","894.7900","1,824.7200","一廠、二廠、三廠、五廠","N/A","N/A","ISO 14001"
"=""8046""","南電","26,725.0000","8,491.0000","35,216.0000","母公司","0.0530","公噸/百萬元營業額","N/A"
"=""8070""","長華*","9,664.0000","6,751.0000","16,415.0000","包含合併財務報表之母子公司","0.0010","公噸/千元營業額","N/A"
"=""8072""","陞泰","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8081""","致新","1.8350","13.3680","15.2030","僅母公司","0.0022","公噸/百萬元營業額","N/A"
"=""8101""","華冠","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8103""","瀚荃","0.0000","3.3765","3.3765","母公司","N/A","N/A","ISO 14001"
"=""8104""","錸寶","70.7200","46.6200","117.3400","母公司-錸寶","0.1571","公噸/百萬元營業額","ISO 14001"
"=""8105""","凌巨","1,248.9430","2,325.3500","3,574.2930","凌巨科技股份有限公司八德廠、新竹廠、頭份廠","N/A","N/A","N/A"
"=""8110""","華東","21.0000","313.0000","334.0000","僅母公司","0.0826","公噸/百萬元營業額","ISO 14001"
"=""8112""","至上","0.0560","1.7570","1.8130","台北總公司；本公司有害廢棄物係由上游供應鏈在生產過程中產出，未直接參與產品之製造過程 。 ","N/A","N/A","N/A"
"=""8114""","振樺電","0.0000","62.4200","62.4200","112年1月~12月","0.0306","公噸/百萬元營業額","ISO 14001"
"=""8131""","福懋科","54.6092","365.4100","420.0192","福懋科技公司全廠區","0.0549","公噸/百萬元營業額","N/A"
"=""8150""","南茂","717.4000","1,520.1900","2,237.5900","112年度南茂集團台灣六個廠區","0.1048","公噸/百萬元營業額","ISO 14001"
"=""8162""","微矽電子","153.6600","313.3600","467.0200","本公司竹南廠以及竹東廠，竹東廠無產出有害廢棄物。","N/A","N/A","N/A"
"=""8163""","達方","1,816.9300","1,556.6400","3,373.5700","達方(包含總部與桃園廠、台南廠、蘇州廠、淮安廠、重慶廠、越南廠)","0.2514","公噸/百萬元營業額","ISO 14001"
"=""8201""","無敵","0.1000","2.0000","2.1000","母公司","0.0244","公噸/百萬元營業額","N/A"
"=""8210""","勤誠","13.7000","2,570.8600","2,584.5600","勤誠總部、嘉義廠、勤昆廠、前盛廠、勤鋒廠、美國辦公室","N/A","N/A","N/A"
"=""8213""","志超","38,794.2000","8,491.4000","47,285.6000","志超科技平鎮廠、高雄廠(志昱科技)、無錫廠、中山廠、遂寧廠","2.5000","公噸/百萬元營業額","ISO 9001,ISO 14001"
"=""8215""","明基材","415.5700","2,256.9407","2,672.5107","桃園廠區、雲林廠區及大陸廠區","0.1560","公噸/百萬元營業額","ISO 9001,ISO 14001"
"=""8222""","寶一","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8249""","菱光","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8261""","富鼎","0.0000","13.2700","13.2700","母公司","0.0047","公噸/百萬元營業額","N/A"
"=""8271""","宇瞻","6.6000","37.7000","44.3000","已盤查製造業者","0.0067","公噸/百萬元營業額","ISO 14001"
"=""8341""","日友","2,966.0000","4,831.0000","7,797.0000","母公司(雲林廠及彰濱廠)","0.1451","公噸/廢棄物處理量","ISO 14001"
"=""8367""","建新國際","0.0000","25.2000","25.2000","限母公司","0.0170","公噸/百萬元營業額","N/A"
"=""8374""","羅昇","N/A","N/A","12.7340","為本公司三重倉庫進貨時包裝材料統計數字","N/A","N/A","N/A"
"=""8404""","百和興業-KY","4,642.6700","120.8200","4,763.4900","江蘇百宏複合材料科技股份有限公司、東莞百宏實業有限公司、越南百宏責任有限公司","0.9090","公噸/百萬元營業額","N/A"
"=""8411""","福貞-KY","176.9300","1,631.8500","1,808.7800","本公司(福貞控股)及所屬轉投資孫公司(「鼎新金屬股份有限公司」、「鼎立金屬包裝股份有限公司」、「福建福貞金屬包裝有限公司」、「福建福天食品有限公司」、「山東福貞金屬包裝有限公司」)作為揭露範疇","N/A","N/A","N/A"
"=""8422""","可寧衛","2.6270","30,265.2070","30,267.8340","可寧衛、吉衛、大寧、岡聯事業、上評資源循環、大倉、可寧衛企業","0.0071","公噸/仟元營業額","N/A"
"=""8429""","金麗-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8438""","昶昕","69.8000","187.3700","257.1700","2023年大園一廠、大園廠、海湖廠、蘆竹廠、含銅廢液廠","N/A","N/A","N/A"
"=""8442""","威宏-KY","12.0000","852.0000","864.0000","合併財務報表之母子公司","N/A","N/A","N/A"
"=""8443""","阿瘦","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8454""","富邦媒","0.0000","653.5900","653.5900","總部大樓與momo100%營運控制之倉儲","N/A","N/A","ISO 14001"
"=""8462""","柏文","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8463""","潤泰材","0.0000","304.1550","304.1550","母公司個體(涵蓋所有營運據點)","0.0763","公噸/百萬元營業額","N/A"
"=""8464""","億豐","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8466""","美吉吉-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8467""","波力-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8473""","山林水","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8476""","台境","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8478""","東哥遊艇","0.0000","935.2700","935.2700","台灣營運據點","N/A","N/A","N/A"
"=""8481""","政伸","0.0000","49.4370","49.4370","僅母公司","0.0896","公噸/百萬元營業額","N/A"
"=""8482""","商億-KY","30.0600","265.7000","295.7600","2023年全年","N/A","N/A","ISO 9001"
"=""8487""","愛爾達","0.0000","0.7980","0.7980","母公司(本公司並無子公司)","0.0008","公噸/百萬元營業額","N/A"
"=""8488""","吉源-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8499""","鼎炫-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8926""","台汽電","0.0000","22,492.4600","22,492.4600","台汽電官田廠","9.4539","公噸/百萬元營業額","確信準則3000號（TWSAE3000）"
"=""8940""","新天地","0.0000","22,810.9560","22,810.9560","僅東區店、北區店","0.0200","公噸/仟元營業額","N/A"
"=""8996""","高力","0.0000","1,031.2200","1,031.2200","母公司","0.2489","公噸/百萬元營業額","ISO 9001,ISO 14001"
"=""9802""","鈺齊-KY","65.0320","1,083.3400","1,148.3720","合併財務報表之母子公司	","N/A","N/A","N/A"
"=""9902""","台火","N/A","N/A","0.0000","N/A","N/A","N/A","N/A"
"=""9904""","寶成","5,347.0000","57,088.3000","62,435.3000","本公司製鞋業務範圍","0.0004","公噸/產品","N/A"
"=""9905""","大華","2.1000","146.2400","148.3400","母公司 ","0.0649","公噸/百萬元營業額","N/A"
"=""9906""","欣巴巴","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""9907""","統一實","317.0000","2,730.0000","3,047.0000","台灣個體一廠及二廠","0.0055","公噸/產品","N/A"
"=""9908""","大台北","0.0000","4.4820","4.4820","母公司三棟大樓","0.0013","公噸/百萬元營業額","N/A"
"=""9910""","豐泰","5,813.0000","34,818.0000","40,631.0000","包含豐泰集團總部及各地區子公司，但不包含控股等關係企業，亦不包含於 2023 年 12 月才開始投產之 Vietnam Nam Ha Footwear Company Limited 及 India Tindivanam Footwear Private Limited 兩家子公司。","0.4737","公噸/百萬元營業額","N/A"
"=""9911""","櫻花","0.0000","1,859.0000","1,859.0000","盤查邊界為本公司國內各工廠、國內屬本公司組織。","0.2200","公噸/百萬元營業額","N/A"
"=""9912""","偉聯","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""9914""","美利達","0.0000","301.1300","301.1300","母公司","0.0150","公噸/百萬元營業額","N/A"
"=""9917""","中保科","N/A","N/A","32,578.0000","總公司旗下據點及分公司","4.2612","公噸/百萬元營業額","N/A"
"=""9918""","欣天然","N/A","N/A","10.5000","欣欣大樓","0.0055","公噸/百萬元營業額","N/A"
"=""9919""","康那香","0.0000","1,862.0000","1,862.0000","佳里廠: 臺南市佳里區民安里同安寮77-1號 口寮廠: 臺南市將軍區將軍里三吉66之1號 佳里三廠: 臺南市將軍區苓仔寮里源頭1-2號","0.1800","公噸/產品","ISO 9001,ISO 14001"
"=""9921""","巨大","5,111.5470","15,217.2306","20,328.7776","巨大集團-包含全球製造據點，不含台灣與大陸以外之銷售據點。","0.0048","公噸/產品","ISO 14001"
"=""9924""","福興","18.4500","161.9600","180.4100","高雄市岡山區本洲里育才路88號","N/A","N/A","ISO 14001"
"=""9925""","新保","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""9926""","新海","0.0000","102.5400","102.5400","母公司","N/A","N/A","N/A"
"=""9927""","泰銘","514.1200","64.7100","578.8300","全廠","0.0831","公噸/百萬元營業額","N/A"
"=""9928""","中視","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""9929""","秋雨","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""9930""","中聯資源","6.2721","39,323.2029","39,329.4750","涵蓋母公司全台灣地區各廠(場)站","3.5481","公噸/百萬元營業額","ISO 14001"
"=""9931""","欣高","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""9933""","中鼎","0.0000","3,478.4731","3,478.4731","中鼎工程100%所有營運據點","30.0000","公斤/人","ISO 14001"
"=""9934""","成霖","0.0000","4.0500","4.0500","(A)8.僅揭露母公司 (B)子公司(山東美林衛浴有限公司)：有害-0.523/非有害-3490.02/總計-3490.543","N/A","N/A","N/A"
"=""9935""","慶豐富","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""9937""","全國","N/A","N/A","969.8000","包含合併財務報表之母子公司","0.0011","公噸/產品銷售量(公秉)","N/A"
"=""9938""","百和","318.5700","8,193.2800","8,511.8500","本公司、越南百和公司、印尼百和公司、江蘇百宏公司、東莞百宏公司、越南百宏公司","0.7134","公噸/百萬元營業額","ISO 9001,ISO 14001"
"=""9939""","宏全","123.7400","15,235.5100","15,359.2500","包材、飲料事業體","1.6720","公噸/百萬元營業額","ISO 14001"
"=""9940""","信義","0.0000","508.2435","508.2435","信義房屋股份有限公司  ","0.0482","公噸/百萬元營業額","N/A"
"=""9941""","裕融","0.0000","81.5110","81.5110","本公司+子公司新鑫、裕富全台營運辦公室據點","0.0510","公噸/員工人數","N/A"
"=""9942""","茂順","16.5700","1,252.1600","1,268.7300","茂順公司第一~六廠、租賃廠","0.3680","公噸/百萬元營業額","ISO 14001"
"=""9943""","好樂迪","0.0000","1,730.3600","1,730.3600","合併財務報表之母子公司","0.6242","公噸/百萬元營業額","N/A"
"=""9944""","新麗","0.0000","267.8500","267.8500","母公司","0.2006","公噸/產品","N/A"
"=""9945""","潤泰新","0.0000","36,516.6967","36,516.6967","包含合併財務報表之母子公司，排除工地","1.1100","公噸/百萬元營業額","N/A"
"=""9946""","三發地產","0.0000","1,379.9900","1,379.9900","範疇一+範疇二","N/A","其他","其他"
"=""9955""","佳龍","26.4440","59.2645","85.7085","僅母公司","N/A","N/A","N/A"
"=""9958""","世紀鋼","0.0000","342.1100","342.1100","112年","0.0423","公噸/百萬元營業額","ISO 14001"
