"報告年度:2023","議題:溫室氣體排放"
"公司代號","公司名稱","直接(範疇一)溫室氣體排放量-數據(公噸CO₂e)","直接(範疇一)溫室氣體排放量-資料邊界","直接(範疇一)溫室氣體排放量-確信範圍","能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e)","能源間接(範疇二)溫室氣體排放量-資料邊界","能源間接(範疇二)溫室氣體排放量-確信範圍","其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e)","其他間接(範疇三)溫室氣體排放量-資料邊界","其他間接(範疇三)溫室氣體排放量-確信範圍","溫室氣體排放密集度-密集度(公噸CO₂e/百萬元營業額)"
"=""2243""","宏旭-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""2247""","汎德永業","369.1226","總公司、保時捷體系全據點及汎德台北濱江據點","N/A","7,628.7350","合併財務報表全據點","N/A","N/A","N/A","N/A","0.1573"
"=""2250""","IKKA-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""2254""","巨鎧精密-創","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""2258""","鴻華先進-創","170.5341","僅母公司(鴻華先進台灣辦公室)及以下辦公室及宿舍： 裕隆汽車城、寶高園區、三義實驗室、觀音實驗室、彰化整車實驗室、彰化宿舍","僅母公司（鴻華先進台灣地區）","938.4218","僅母公司(鴻華先進台灣辦公室)及以下辦公室及宿舍： 裕隆汽車城、寶高園區、三義實驗室、觀音實驗室、彰化整車實驗室、彰化宿舍","僅母公司(鴻華先進台灣地區)","N/A","N/A","N/A","1.0703"
"=""2301""","光寶科","6,713.4303","光寶科技股份有限公司(光寶科技中和廠、光寶科技新莊辦公室、光寶科技內湖大樓、光寶科技高雄營運中心)、光寶科技(常州)有限公司、光寶光電(常州)有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、惠州市力信電子有限公司、光寶電子(東莞)有限公司、光寶電源科技(東莞)有限公司、旭麗電子(東莞)有限公司、建興光電科技(北海)有限公司、光寶電子(廣州)有限公司、敦揚（廣州）汽車電子有限公司、光寶智能汽車(廣州)有限公司、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON AUTOMOTIVE ELECTRONICS MEXICO, S.A. DE C.V.、LITE-ON VIETNAM CO., LTD.","光寶科技股份有限公司(光寶科技中和廠、光寶科技新莊辦公室、光寶科技內湖大樓、光寶科技高雄營運中心)、光寶科技(常州)有限公司、光寶光電(常州)有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、惠州市力信電子有限公司、光寶電子(東莞)有限公司、光寶電源科技(東莞)有限公司、旭麗電子(東莞)有限公司、建興光電科技(北海)有限公司、光寶電子(廣州)有限公司、敦揚（廣州）汽車電子有限公司、光寶智能汽車(廣州)有限公司、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON AUTOMOTIVE ELECTRONICS MEXICO, S.A. DE C.V.、LITE-ON VIETNAM CO., LTD.","141,874.1551","光寶科技股份有限公司(光寶科技中和廠、光寶科技新莊辦公室、光寶科技內湖大樓、光寶科技高雄營運中心)、光寶科技(常州)有限公司、光寶光電(常州)有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、惠州市力信電子有限公司、光寶電子(東莞)有限公司、光寶電源科技(東莞)有限公司、旭麗電子(東莞)有限公司、建興光電科技(北海)有限公司、光寶電子(廣州)有限公司、敦揚（廣州）汽車電子有限公司、光寶智能汽車(廣州)有限公司、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON AUTOMOTIVE ELECTRONICS MEXICO, S.A. DE C.V.、LITE-ON VIETNAM CO., LTD.","光寶科技股份有限公司(光寶科技中和廠、光寶科技新莊辦公室、光寶科技內湖大樓、光寶科技高雄營運中心)、光寶科技(常州)有限公司、光寶光電(常州)有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、惠州市力信電子有限公司、光寶電子(東莞)有限公司、光寶電源科技(東莞)有限公司、旭麗電子(東莞)有限公司、建興光電科技(北海)有限公司、光寶電子(廣州)有限公司、敦揚（廣州）汽車電子有限公司、光寶智能汽車(廣州)有限公司、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON AUTOMOTIVE ELECTRONICS MEXICO, S.A. DE C.V.、LITE-ON VIETNAM CO., LTD.","13,063,175.5025","光寶科技股份有限公司(光寶科技中和廠、光寶科技新莊辦公室、光寶科技內湖大樓、光寶科技高雄營運中心)、光寶科技(常州)有限公司、光寶光電(常州)有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、惠州市力信電子有限公司、光寶電子(東莞)有限公司、光寶電源科技(東莞)有限公司、旭麗電子(東莞)有限公司、建興光電科技(北海)有限公司、光寶電子(廣州)有限公司、敦揚（廣州）汽車電子有限公司、光寶智能汽車(廣州)有限公司、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON AUTOMOTIVE ELECTRONICS MEXICO, S.A. DE C.V.、LITE-ON VIETNAM CO., LTD.","光寶科技股份有限公司(光寶科技中和廠、光寶科技新莊辦公室、光寶科技內湖大樓、光寶科技高雄營運中心)、光寶科技(常州)有限公司、光寶光電(常州)有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、惠州市力信電子有限公司、光寶電子(東莞)有限公司、光寶電源科技(東莞)有限公司、旭麗電子(東莞)有限公司、建興光電科技(北海)有限公司、光寶電子(廣州)有限公司、敦揚（廣州）汽車電子有限公司、光寶智能汽車(廣州)有限公司、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON AUTOMOTIVE ELECTRONICS MEXICO, S.A. DE C.V.、LITE-ON VIETNAM CO., LTD.","1.0835"
"=""2302""","麗正","25.3729","母子公司","N/A","434.2884","母子公司","N/A","N/A","N/A","N/A","1.8313"
"=""2303""","聯電","509,555.0000","合併財務報表之母子公司","合併財務報表之母子公司","1,636,208.0000","合併財務報表之母子公司","合併財務報表之母子公司","1,893,167.0000","母公司(含新加坡分公司) ","母公司(含新加坡分公司) ","9.6500"
"=""2305""","全友","4.1737","母公司","N/A","584.1090","母公司","N/A","N/A","N/A","N/A","6.4462"
"=""2308""","台達電","26,283.0000","全球據點包含本公司及子公司","全球據點包含本公司及子公司","105,992.0000","全球據點包含本公司及子公司 ","全球據點包含本公司及子公司 ","7,160,049.0000","全球據點包含本公司及子公司 ","全球據點包含本公司及子公司 ","0.3300"
"=""2312""","金寶","4,871.0000","合併財務報表之母子公司","合併財務報表之母子公司","170,246.0000","合併財務報表之母子公司","合併財務報表之母子公司","1,461.0000","台灣廠區","台灣廠區","1.1000"
"=""2313""","華通","17,633.0000","包含合併財務報表之母子公司","台灣(母公司個體蘆竹廠及大園廠)及惠州電腦、惠州精密","437,897.0000","包含合併財務報表之母子公司","台灣(母公司個體蘆竹廠及大園廠)及惠州電腦、惠州精密","139,232.0000","包含合併財務報表之母子公司","台灣(母公司個體蘆竹廠及大園廠)及惠州電腦、惠州精密","7.6673"
"=""2314""","台揚","572.4700","新竹(台揚)+無錫(江揚)","N/A","4,653.4800","新竹(台揚)+無錫(江揚)","N/A","N/A","N/A","N/A","1.2313"
"=""2316""","楠梓電","1,337.8490","僅母公司","僅母公司","38,991.8246","僅母公司","僅母公司","N/A","N/A","N/A","20.5097"
"=""2317""","鴻海","258,108.1800","合併財務報表之母子公司","母公司","2,421,127.0000","合併財務報表之母子公司","母公司","27,175,368.0000","2022年合併財務報表之母子公司，2023年還在盤查中。","N/A","0.4350"
"=""2321""","東訊","125.9073","1-1  柴油發電機   1-2  公務車、中油車隊卡   1-3  無   1-4  空調、飲水機、冰箱、溫濕度試驗機、公務車空調、氣體斷路器、滅火器  "" ","1-1  柴油發電機   1-2  公務車、中油車隊卡   1-3  無   1-4  空調、飲水機、冰箱、溫濕度試驗機、公務車空調、氣體斷路器、滅火器  "" ","567.7671","外購電力","1-1  柴油發電機   1-2  公務車、中油車隊卡   1-3  無   1-4  空調、飲水機、冰箱、溫濕度試驗機、公務車空調、氣體斷路器、滅火器  "" ","N/A","N/A","N/A","N/A"
"=""2323""","中環","103.0052","僅母公司","僅母公司","81,118.3592","僅母公司","僅母公司","110.7731","僅母公司","N/A","26.5890"
"=""2324""","仁寶","19,862.8440","母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京），重慶翊寶智慧電子裝置 、Compal Wise Electronic (Vietnam) ","母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京），重慶翊寶智慧電子裝置 、Compal Wise Electronic (Vietnam) ","104,415.5400","母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京），重慶翊寶智慧電子裝置 、Compal Wise Electronic (Vietnam) ","母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京），重慶翊寶智慧電子裝置 、Compal Wise Electronic (Vietnam) ","7,347.0290","1. 母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京），重慶翊寶智慧電子裝置 、Compal Wise Electronic (Vietnam) 之水生命週期排放 2. 重慶員工宿舍區之溫室氣體排放","1. 母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京），重慶翊寶智慧電子裝置 、Compal Wise Electronic (Vietnam) 之水生命週期排放 2. 重慶員工宿舍區之溫室氣體排放","0.1560"
"=""2327""","國巨","5,888.6411","母公司","母公司","106,768.5843","母公司","母公司","37,768.7723","母公司","母公司","3.8226"
"=""2328""","廣宇","4.2687","母公司","N/A","52.0005","母公司","N/A","N/A","N/A","N/A","0.0060"
"=""2329""","華泰","588.5115","母公司","母公司","83,815.0850","母公司","母公司","56,411.4182","母公司","母公司","5.0570"
"=""2330""","台積電","1,596,031.2036","母公司個體(台灣廠區)、台積電（中國）、台積電（南京）、TSMC Washington, LLC、采鈺公司","母公司個體(台灣廠區)、台積電（中國）、台積電（南京）、TSMC Washington, LLC、采鈺公司","10,187,386.7231","母公司個體(台灣廠區)、台積電（中國）、台積電（南京）、TSMC Washington, LLC、采鈺公司","母公司個體(台灣廠區)、台積電（中國）、台積電（南京）、TSMC Washington, LLC、采鈺公司","7,616,654.7896","母公司個體(台灣廠區)、台積電（中國）、台積電（南京）、TSMC Washington, LLC、采鈺公司","母公司個體(台灣廠區)、台積電（中國）、台積電（南京）、TSMC Washington, LLC、采鈺公司","5.2239"
"=""2331""","精英","5,800.0000","精英電腦臺灣總部、興英數位科技(深圳)有限公司及精強科技股份有限公司","精英電腦臺灣總部、興英數位科技(深圳)有限公司及精強科技股份有限公司","75,848.0000","精英電腦臺灣總部、興英數位科技(深圳)有限公司、精英科技(泰國)股份有限公司及精強科技股份有限公司","精英電腦臺灣總部、興英數位科技(深圳)有限公司、精英科技(泰國)股份有限公司及精強科技股份有限公司","24,043.7500","精英電腦臺灣總部、興英數位科技(深圳)有限公司及精強科技股份有限公司","精英電腦臺灣總部、興英數位科技(深圳)有限公司及精強科技股份有限公司","4.6500"
"=""2332""","友訊","119.9000","D-Link總部大樓","D-Link總部大樓","1,148.8800","D-Link總部大樓","D-Link總部大樓","419,593.4400","購買商品 / 產品使用","購買商品 / 產品使用","26.4000"
"=""2337""","旺宏","120,502.2254","母公司","母公司範疇一","254,499.0547","母公司","母公司範疇二","245,775.8993","母公司","母公司範疇三","13.6000"
"=""2338""","光罩","165.1700","母公司","N/A","17,641.0000","每公司","N/A","3,868.4149","母公司","N/A","247.0000"
"=""2340""","台亞","2,822.8188","台亞公司之組織邊界包含創新廠（新竹科學園區新竹縣創新一路8號）及力行廠（新竹科學園區新竹市力行五路1號），不含轉投資公司、子公司及海外公司。","溫室氣體種類: CO2, CH4, N2O, HFCs, PFCs, SF6, NF3 查驗數據年度或區間: 2023年01月01日至2023年12月31日","32,732.9569","台亞公司之組織邊界包含創新廠（新竹科學園區新竹縣創新一路8號）及力行廠（新竹科學園區新竹市力行五路1號），不含轉投資公司、子公司及海外公司。","溫室氣體種類: CO2, CH4, N2O, HFCs, PFCs, SF6, NF3 查驗數據年度或區間: 2023年01月01日至2023年12月31日","7,000.0405","台亞公司之組織邊界包含創新廠（新竹科學園區新竹縣創新一路8號）及力行廠（新竹科學園區新竹市力行五路1號），不含轉投資公司、子公司及海外公司。","溫室氣體種類: CO2, CH4, N2O, HFCs, PFCs, SF6, NF3 查驗數據年度或區間: 2023年01月01日至2023年12月31日","10.7155"
"=""2342""","茂矽","96,367.8457","僅母公司","僅母公司","45,194.1569","僅母公司","僅母公司","N/A","N/A","N/A","N/A"
"=""2344""","華邦電","44,149.0000","母公司","母公司","356,535.0000","母公司","母公司","454,221.0000","母公司","母公司","10.6675"
"=""2345""","智邦","667.0000","母公司","智邦科技股份有限公司新竹總部(一廠)、新竹二廠、竹南廠","16,639.0000","母公司","智邦科技股份有限公司新竹總部(一廠)、新竹二廠、竹南廠","39,593.0000","母公司，說明如下： 新竹一廠及竹南廠(3.1上游貨物運輸/3.3員工通勤/3.5商務旅/4.1外購電力及氮氣/4.3一般廢棄物處理及4.5自來水) 新竹二廠(3.3員工通勤/4.1外購電力/4.3一般廢棄物處理及4.5自來水)	","N/A","0.1811"
"=""2347""","聯強","1,485.3184","涵蓋聯強國際集團及子公司嘉榮行銷股份有限公司，部分子公司通達運籌股份有限公司","涵蓋聯強國際集團及子公司嘉榮行銷股份有限公司，部分子公司通達運籌股份有限公司","1,886.4435","涵蓋聯強國際集團及子公司嘉榮行銷股份有限公司，部分子公司通達運籌股份有限公司","涵蓋聯強國際集團及子公司嘉榮行銷股份有限公司，部分子公司通達運籌股份有限公司","728.2632","涵蓋聯強國際集團及子公司嘉榮行銷股份有限公司，部分子公司通達運籌股份有限公司","涵蓋聯強國際集團及子公司嘉榮行銷股份有限公司，部分子公司通達運籌股份有限公司","0.0247"
