"報告年度:2024","議題:溫室氣體排放"
"公司代號","公司名稱","直接(範疇一)溫室氣體排放量-數據(公噸CO₂e)","直接(範疇一)溫室氣體排放量-資料邊界","直接(範疇一)溫室氣體排放量-確信範圍","直接(範疇一)溫室氣體排放量-確信意見","能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e)","能源間接(範疇二)溫室氣體排放量-資料邊界","能源間接(範疇二)溫室氣體排放量-確信範圍","能源間接(範疇二)溫室氣體排放量-確信意見","其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e)","其他間接(範疇三)溫室氣體排放量-活動類別","其他間接(範疇三)溫室氣體排放量-資料邊界","其他間接(範疇三)溫室氣體排放量-確信範圍","其他間接(範疇三)溫室氣體排放量-確信意見","溫室氣體排放密集度-密集度(公噸CO₂e/百萬元營業額)","溫室氣體減量目標、策略及具體行動計畫-溫室氣體減量基準年及其數據、減量目標","溫室氣體減量目標、策略及具體行動計畫-溫室氣體減量策略及具體行動計畫","溫室氣體減量目標、策略及具體行動計畫-溫室氣體減量目標達成情形"
"=""2206""","三陽工業","12,207.5571","已完成母公司","已完成母公司","合理保證等級","28,951.7277","已完成母公司","已完成母公司","合理保證等級","8,065.1264","與燃料及能源相關活動（未納入範疇1或範疇2）","已完成母公司","已完成母公司","有限保證等級","0.9900","","",""
"=""2207""","和泰車","235.2429","已完成母公司","N/A","","1,283.1226","已完成母公司","N/A","","20,321.6154","上游運輸及配送","已完成母公司","N/A","","0.0095","依循日本豐田原廠規劃，以2019為基準年，設定持續遞減3%為各年度之目標(2022年減少9%、2023年減少12%，依此類推)。2019基準年範疇一+範疇二總碳排為1,613.7噸CO2e","本公司設定2025年碳排須較2019基準年減量18%，將透過外購綠電、建置太陽能案場及節電等三重施策以推進減量。","2024年度範疇一+二溫室氣體排放總量為1518.366噸CO2e，較2019基準年1,613.7噸CO2e減少5.9%。未達成年度減量15%目標。"
"=""2208""","台船","6,465.7478","已完成合併財務報表之母子公司","已完成母公司","合理保證等級","21,687.7869","已完成合併財務報表之母子公司","已完成母公司","合理保證等級","1,194,777.6544","購買之商品及勞務,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,員工通勤,已銷售產品之使用","已完成合併財務報表之母子公司","N/A","","1.6991","以2023年作為基準年，規劃2030年減排5%、2040年減排15%、2050年減排25%。","1. 提升綠色能源，評估高雄及基隆廠區閒置屋頂建置可行性，並依投資效益擬定具體太陽能設施建置順序，待預算審核後依序進行建置。 2. 增加廠區數位化及監視系統提升用電效率。逐年汰換老舊高耗能設備。","1. 目前已投資7,650萬元於高雄廠建置1,140 kW太陽能模組，113年度發電1,422,744度，減碳702,836公斤CO₂e。 2. 2022年起累計投資約1,000萬元分段建置空壓機監控系統涵蓋高雄廠四座空壓機房，透過分析監控數據，調整廠區供氣時段，並採用分區供氣方式，藉此縮短管線輸送距離，並有效降低氣體耗損和空壓機耗電量。預計每年節電240,000度，減碳120,000公斤CO₂e。"
"=""2211""","長榮鋼","224,526.0266","已完成合併財務報表之母子公司","已完成母公司","合理保證等級","14,433.2985","已完成合併財務報表之母子公司","已完成母公司","合理保證等級","274,335.5660","購買之商品及勞務,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,下游運輸及配送","已完成合併財務報表之母子公司","已完成母公司","合理保證等級","18.4987","本公司以2022年溫室氣體排放量為基準，計畫於2030年將直接電力、間接電力使用之二氧化碳排放當量累積降低32%，並期望2050年以前達到碳中和的目標。","本公司溫室氣體減量策略：  1. 持續汰換老舊、耗能設施，提升能源使用效率與改善製程。 2. 照明設備汰舊換新，更換LED 燈泡。 3. 汰換燃油公務及運輸車輛。 4. 評估銲接製程技術改良。 5. 導入能源管理系統ISO 50001。 6. 設置再生能源並投入製程新技術研究。","2024年溫室氣體排放因產量增加，範疇一+範疇二較2023年增量13.44%。"
"=""2227""","裕日車","372.8035","已完成母公司","已完成母公司","合理保證等級","813.7062","已完成母公司","已完成母公司","合理保證等級","N/A","","N/A","N/A","","0.0513","","",""
"=""2228""","劍麟","84.2855","已完成母公司","已完成母公司","合理保證等級","4,946.8152","已完成母公司","已完成母公司","合理保證等級","18,478.3818","購買之商品及勞務,上游運輸及配送,營運中產生之廢棄物,下游運輸及配送","已完成母公司","已完成母公司","有限保證等級","2.5424","","",""
"=""2231""","為升","36.1056","已完成母公司","N/A","","4,434.2962","已完成母公司","N/A","","N/A","","N/A","N/A","","N/A","","",""
"=""2233""","宇隆","167.7976","已完成母公司","N/A","","4,135.2734","已完成母公司","N/A","","96.3302","商務旅行,員工通勤","已完成母公司","N/A","","2.3825","強化氣候變遷時企業因應韌性與效能，降低營運對氣候造成的影響以及因應相關氣候風險，衡量指標如下:以2024年為基準年 - 2026年至2029年，每年減少1%的碳排放 - 2030年以後，每年減少0.5%碳排放 • 管理指標 - 再生能源使用 (太陽能) - 溫室氣體排放 - 水資源使用與回收 - 能源管理 - 廢棄物減量","1.每年節電1%，透過廠區綠化、設備改善達成節能減碳目標。 2.自備環保餐具減少一次性使用。 3.汰換老舊設備並計畫採購節能效果佳之設備及各項改善專案。 4.每年節水1%，藉由雨水回收利用、製程汙水回收利用、冷卻水塔管理等措施，落實節約水資源。 5.訂立「廢棄物管理程序」，針對事業廢棄物分類、收集、儲存、處理等程序進行規範。 6.提高可回收廢棄物比例並降低不可回收廢棄物焚燒處理量。","1.已取得綠建築證書 2.已完成冰水主機工程，並啟用 3.行政表單e化 4.照明更換為LED燈泡及感應式燈具 5.導入碳管家管理系統，更清楚掌握廠內溫室氣體排放狀況 6.投入太陽能設備並提供廠內用電使用"
"=""2236""","百達-KY","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","","N/A","N/A","","N/A","N/A","N/A","N/A"
"=""2239""","英利-KY","191.0000","已完成母公司,長春英利汽車工業股份有限公司及英利工業股份有限公司","N/A","","7,897.0000","已完成母公司,長春英利汽車工業股份有限公司及英利工業股份有限公司","N/A","","N/A","","N/A","N/A","","1.2800","","",""
"=""2241""","艾姆勒","190.6710","已完成母公司","N/A","","2,138.1230","已完成母公司","N/A","","20.2030","營運中產生之廢棄物","已完成母公司","N/A","","3.5314","本公司依據政府「上市櫃公司永續發展路徑圖」推動碳管理工作，已於113年完成盤查組織建置，導入ezGreen碳盤查系統，啟動ISO 14064-1溫室氣體盤查標準教育訓練與內部查證規劃，逐步完成範疇一、二排放量盤查，預計設為溫室氣體減量基準年，同時已申請通過2025年經濟部產發署推動的《產業低碳化輔導計畫》，預計於當年度完成並產出 : 低碳化診斷書、智慧化診斷書，此次輔導成果資料將可作為本公司後續減碳規劃與相關專案推動的依據。 ","預計自114年起每年持續執行碳盤查作業，並於117年完成外部查證。未來將依盤查結果規劃減碳目標與策略，推動節能設備改善及減碳管理機制，落實氣候行動並回應淨零趨勢。此外，亦推動各項節能減碳日常行為，如午休熄燈、改用節能燈具、設置太陽能板、供應環保。","本公司目前尚未正式訂定溫室氣體減量目標，故不適用。"
"=""2243""","宏旭-KY","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","","N/A","N/A","","N/A","","",""
"=""2247""","汎德永業","430.2151","總公司、保時捷全體系及汎德台北濱江據點","N/A","","6,885.3220","已完成合併財務報表之母子公司","N/A","","N/A","","N/A","N/A","","0.1269","本公司目前正積極統計碳排相關數據，待數據確認後，依公司實際情況並備妥資料後於董事會訂定短、中長期之減碳目標。","導入綠能設施及提高能源效率","能源使用密集度下降與再生能源使用率提高"
"=""2248""","華勝-KY","N/A","N/A","N/A","","N/A","N/A","N/A","","N/A","","N/A","N/A","","N/A","","",""
"=""2250""","IKKA-KY","14.0476","已完成母公司","已完成母公司","合理保證等級","12.3633","已完成母公司","已完成母公司","合理保證等級","26.1044","商務旅行,員工通勤","已完成母公司","已完成母公司","有限保證等級","N/A","本公司盤查基準年為2024年，為本公司首年度依溫室氣體盤查議定書進行盤查及第三方驗證，量化數據準確性高，故本公司以此年為溫室氣體盤查之基準年，總溫氣體排放量為52.515公噸CO2e ","本公司承諾支持國際間對於削減溫室氣體排放量的行動，並支持政府減量目標，善盡企業對社會的責任及滿足客戶與政府環境法規要求，並且教育同仁使其瞭解，並能主動採取有效支持行動。",""
"=""2254""","巨鎧精密-創","56.0550","已完成母公司","N/A","","508.7810","已完成母公司","N/A","","207.5840","購買之商品及勞務,營運中產生之廢棄物,員工通勤","已完成母公司","N/A","","1.2210","","",""
"=""2258""","鴻華先進-創","252.3730","已完成合併財務報表之母子公司","已完成母公司","有限確信","1,693.7490","已完成合併財務報表之母子公司","已完成母公司","有限確信","N/A","","N/A","N/A","","0.2283","本公司以2023 年首年盤查為基準年（註），基準年之溫室氣體排放量為1,108.956 公噸 CO2e，本公司以此進行公司排碳熱點分析，並制定逐年減少公司碳排放的計畫。詳情請見鴻華先進113年年報P.46。","具體策略及對應行動計畫說明如下： A. 逐步降低用電量：使用節能設備。 B. 漸次淘汰燃油公務車：透過燃油車汰換為電動車的做法，降低燃油產生之溫室氣體。 C. 推動內部員工減碳宣導：鼓勵員工搭乘大眾交通，午休熄燈方式，由內而外逐步建立員工減碳意識。 D. 參與環境倡議並申請淨零標章：透過自主參與倡議，促進公司減碳里程碑的推進。 E. 低碳產品之創新研發：結合公司本業，持續推出低碳排、高效能之乘用車與商用車電動車款。 F. 規劃光儲合一智慧化綠建築工廠：新建工廠設置再生能源設備，並規劃導入ISO50001能源管理系統。","具體策略，以及對應行動計畫說明如下： A. 逐步降低用電量：新店總部之辦公室使用LED燈。 B. 漸次淘汰燃油公務車：2024年6月起汰換8台燃油公務車，並添購17台電動公務車；2024年公務車全面電動化。 C. 推動內部員工減碳宣導：2024年參加基北北桃「我的減碳存摺」全民運動，榮獲寶高園區第一季、第二季、第三季模範企業第一名，並參與企業媒體專訪與宣傳影片拍攝。 D. 參與環境倡議並申請淨零標章：2024年10月獲得台灣淨零行動聯盟頒發自願遵循淨零標章申請規範證書、淨零綠級標章認證。 E. 低碳產品之創新研發：截至2024年度，已累計推出6款零排碳之純電動車；並且其中乘用車Model C及商用車Model T，皆已量產；其中，Model C預計於2025年外銷至北美市場。 F. 規劃光儲合一智慧化綠建築工廠：建置中的高雄橋頭工廠預計於2025年底完工，已規劃了1.99MW的太陽能發電系統並結合儲能裝置，以供廠區自發自用；後續將陸續規劃導入ISO50001能源管理系統。"
"=""2301""","光寶科","6,981.3092","已完成合併財務報表之母子公司","已完成母公司,母公司及部分子公司","合理保證等級","87,250.4364","已完成母公司,母公司及部分子公司","已完成母公司,母公司及部分子公司","合理保證等級","5,811,305.1620","購買之商品及勞務,與燃料及能源相關活動（未納入範疇1或範疇2）,營運中產生之廢棄物,商務旅行,員工通勤,已銷售產品之使用,下游租賃資產","已完成母公司,母公司及部分子公司","已完成母公司,母公司及部分子公司","有限保證等級","0.8692","光寶於 108 (2019) 年設定減碳科學基礎目標並通過 SBTi 審查，光寶減碳路徑係以 103 (2014) 年為基準年，並於 114 (2025) 年實現每單位收入減少 39.3%作為減碳目標，已於 112 (2023) 年達到減碳目標，據此更於 113 (2024) 年向 SBTi提出減碳路徑更新，以符合巴黎協定之 1.5°C減碳路徑及 2050 淨零路徑通過審查。在 1.5°C 的科學基礎減碳目標上，光寶以 112 (2023) 的範疇 1與 2為基準年，在 122 (2033) 年減碳 58.8%。","光寶透過訂定能源與環境目標持續提升能源效率與執行節能及減碳方案，並在產品研發上透過再生材料使用與降低原料使用，達到降低產品碳足跡及溫室氣體排放。光寶持續以創能、節能、轉能為氣候變遷減緩策略方針，提升再生能源使用率、落實並精進能源管理、優化製程與推動廠房運作改善策略，另以內部碳價策略為輔，強化減碳投資決策，以實現 SBT 承諾。","2024 年溫室氣體排放依據14064-1:2018 標準執行查證，直接溫室氣體排放( 範疇1/ 類別1) 與能源間接溫室氣體排放( 範疇2/ 類別2) 的溫室氣體碳排放量為109,032.7946 公噸CO2e 市場基準(Market-based)，較2023 年減少39,554.7903 公噸CO2e ( 降低26.62%)，較基準年2014 年減少185,425.2054 公噸CO2e ( 下降62.97%)；碳排放強度為0.87 公噸 CO2e / 百萬臺幣，較2023 年降低26.62%，較基準年2014 年降低57.39%，可符合原SBT 減碳路徑推估之2024 年減量32.24% 目標及555 減碳目標之2024 年減量38.51% 目標，在SBT 1.5° C 短期路徑上，2024 年目標為絕對排放量減量5.88%，目前已達標。"
