報告年度:2024,議題:人力發展,,,,,,,,,,
公司代號,公司名稱,員工福利平均數(仟元/人)(每年6/2起公開)-員工福利平均數(仟元/人)(每年6/2起公開),員工薪資平均數(仟元/人)(每年6/2起公開)-員工薪資平均數(仟元/人)(每年6/2起公開),非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開),非擔任主管職務之全時員工薪資平均數變動百分比(每年7/1起公開)-非擔任主管職務之全時員工薪資平均數變動百分比(每年7/1起公開),非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開),非擔任主管職務之全時員工薪資中位數變動百分比(每年7/1起公開)-非擔任主管職務之全時員工薪資中位數變動百分比(每年7/1起公開),管理職女性主管占比-管理職女性主管占比,新進員工年齡分布-新進員工年齡分布,離職員工年齡分布-離職員工年齡分布,高齡員工晉用政策及培訓計畫-高齡員工晉用政策及培訓計畫
2397,友通,"1,015",875,863,5.37%,683,6.06%,26.40%,,,
2399,映泰,"1,174","1,001",916,5.53%,797,7.41%,11.11%,,,
2401,凌陽,"1,678","1,452","1,462",2.89%,"1,243",-0.24%,29.00%,平均約31.9歲,平均約35.3歲,凌陽人員招募與聘任用人唯才、不限年齡，依各單位的實際用人需求進行人員聘僱與年度培訓
2402,毅嘉,"1,137","1,003",632,6.76%,530,7.51%,30.00%,,,
2404,漢唐,"2,232","2,043","1,901",20.55%,"1,674",20.69%,11.94%,,,
2405,輔信,"1,244","1,061",972,1.67%,827,2.48%,25.00%,,,
2406,國碩,859,716,724,3.87%,654,4.64%,29.41%,29歲以下到59歲,29歲以下到60歲以上,
2408,南亞科,"1,478","1,295","1,379",13.03%,"1,111",5.41%,34.89%,,,
2409,友達,"1,394","1,182","1,167",6.19%,892,6.32%,28.42%,1. 29歲以下: 75.68% 2. 30-49歲: 24.21% 3. 50歲以上: 0.11%,1. 29歲以下: 66.09% 2. 30-49歲: 32.79% 3. 50歲以上: 1.12%,
2412,中華電,"1,775",903,"1,613",5.70%,"1,573",5.78%,23.96%,,,
2413,環科,666,538,529,-3.29%,448,-4.07%,4.08%,,,
2414,精技,"1,128",960,921,5.26%,825,4.70%,21.67%,,,
2415,錩新,"1,508","1,269","1,088",6.67%,949,7.11%,29.03%,,,
2417,圓剛,"1,580","1,390","1,437",24.20%,"1,380",23.88%,21.00%,新進人員共報到20人，30歲以下10位，30-50歲10位,離職員工30歲以下佔13位，30-50歲24位，51歲以上3位,
2419,仲琦,"1,770","1,502","1,234",-2.53%,"1,110",0.45%,37.78%,"新竹總部新進員工<30歲:1名, 30-50歲:3名, >50歲:1名 ; 共計5名新進員工。","新竹總部離職員工<30歲:7名, 30-50歲:33名, >50歲:2名; 共計42名離職員工。",
2420,新巨,888,767,617,3.52%,544,12.63%,29.79%,<30歲：72% 30~50歲： 28% >50歲：1%,<30歲：69% 30~50歲：28% >50歲：3%  ,為響應政府《中高齡者及高齡者就業促進法》有效提升中高齡者勞動參與，促進高齡者再就業，並鼓勵世代合作與經驗傳承，營造友善中高齡者及高齡者職場氛圍，本公司對屆齡退休人員規劃延長其工作年資共4人。
2421,建準,"1,472","1,243","1,205",11.37%,951,8.56%,40.68%,,,
2423,固緯,"1,186","1,014",958,-3.72%,869,-3.23%,22.62%,,,
2424,隴華,"1,000",861,948,10.36%,828,16.29%,33.33%,,,
2425,承啟,"1,978","1,743","1,534",48.07%,"1,292",41.98%,37.50%,,,
2426,鼎元,817,672,656,15.29%,573,23.23%,30.68%,2024 年共有 160 位新進員工，30 歲以下74人、31-40 歲52人、41-50 歲33人、51 歲以上1人。,2024 年共有 139 位新進員工，30 歲以下53人、31-40 歲46人、41-50 歲35人、51 歲以上5人。,
2427,三商電,"1,059",908,818,3.02%,761,2.70%,24.00%,,,
2428,興勤,"1,042",888,850,4.29%,656,8.61%,44.00%,30歲以下佔29%；31歲至50歲佔69%；51歲以上佔2%。,30歲以下佔26%；31歲至50歲佔62%；51歲以上佔12%。,
2429,銘旺科,"1,532","1,388",612,40.05%,577,73.27%,30.77%,<30           8人 30~50     18人,<30           8人 30~50     18人 >50           1人,
2430,燦坤,623,489,683,3.02%,643,2.23%,21.43%,,,
2431,聯昌,"1,209","1,016","1,009",3.38%,890,6.33%,0.00%,,,
2432,倚天酷碁-創,"1,723","1,588","1,462",-0.95%,"1,207",-5.48%,20.00%,未滿30歲:14%，30-50歲:86%,30-50歲:67%，50歲以上:33%,尊重人權是倚天酷碁一向堅持的基本價值，我們公開表示人才招募遴選秉持機會平等的原則，不因與工作能力無關之「種族、膚色、年齡、宗教、國籍、祖源、婚姻狀況、懷孕、性別、性傾向、性別認同、兵役狀況或政治立場」等因素影響招募甄選之判斷，尊重並包容團隊成員的多元文化，致力於維護無歧視的工作環境，對員工及求職者提供平等的僱用機會。公司不僅實現男女擁有同工同酬的獎酬條件及平等晉升機會，促進永續共融的經濟成長，更致力打造職場性別平等，不因性別不同而有所差異，對性別認同、性傾向、性別氣質不同的同仁都給予相當的尊重，並推動性別平等相關機制、提供友善孕育措施，將多元性別平等的觀念導入工作職場，塑造性別友善、尊重多元的職場環境。
2433,互盛電,859,633,751,4.74%,689,4.08%,1.00%,,,
2434,統懋,699,561,537,0.19%,498,1.01%,18.18%,,,
2436,偉詮電,"1,560","1,355","1,299",1.56%,"1,206",0.33%,6.78%,,,
2438,翔耀,950,789,495,-3.88%,481,4.79%,6.38%,,,
2439,美律,"1,504","1,232","1,286",15.23%,917,12.93%,33.33%,,,
2440,太空梭,967,790,780,-8.98%,748,-1.71%,0.25%,,,
2441,超豐,965,810,829,12.48%,688,12.79%,6.51%,30歲以下：73.5%、30-50歲：26.3%、50歲以上：0.2%。,30歲以下：48.5%、30-50歲：47.1%、50歲以上：4.4%。,本公司不分年齡、針對全體員工，每年皆依照公司營運計畫，編訂年度訓練計劃，包含一般通識訓練、專業課程訓練、管理課程訓練及語言能力訓練等。
2442,新美齊,"1,792","1,131","1,134",-1.73%,972,2.21%,15.79%,25-59,25-59,
2444,兆勁,665,545,548,6.20%,469,0.21%,25.00%,,,
2449,京元電子,930,789,859,8.46%,696,4.66%,25.95%,,,
2450,神腦,811,656,664,5.06%,630,6.96%,38.33%,依年齡分類，新進員工未滿30歲者佔5.99%；30-50歲者佔5.85%；51歲以上佔0.39%。,依年齡分類，離職員工未滿30歲者佔3.15%；30-50歲者佔5.65%；51歲以上佔0.44%。,神腦國際積極落實企業社會責任，推動中高齡及二度就業者友善職場，歡迎樂齡族群與退休人士重新投入職場行列，發揮豐富經驗與專業價值，與我們一同創造職涯新篇章。 無論是尋求再出發的機會，或是期待迎接全新挑戰，神腦皆誠摯邀請中高齡人才加入團隊，共同打造多元、共融且永續的職場環境。
2451,創見,947,793,786,3.01%,642,3.88%,16.30%,,,
2453,凌群,"1,321","1,116","1,000",0.20%,907,1.34%,20.15%,,,
2454,聯發科,"4,978","4,633","4,310",14.81%,"3,438",11.12%,10.23%,30歲(含)以下共有690人，31-50歲共有419人，51歲(含)以上共有43人,30歲(含)以下共有324人，31-50歲共有604人，51歲(含)以上共有46人,
2455,全新,"1,368","1,178","1,061",17.89%,747,14.22%,16.00%,,,
2457,飛宏,"1,448","1,229","1,147",13.56%,947,7.98%,28.82%,30歲以下：33.82%，31-40歲：32.35%，41-50歲：30.88%，51歲以上：2.95% ,30歲以下：32.79%，31-40歲：31.15%，41-50歲：18.03%，51歲以上：18.03% ,多元、平等、共融的職場環境是我們所追求的，強調性別平等與世代共融，讓每位員工都能在友善的職場中發揮潛能。飛宏所有員工在聘僱、晉升與培育人才，均以職能與潛能為主要考量，無論性別、年齡或其他背景差異，我們積極拔擢表現優異的夥伴，鼓勵支持向上發展。近年我們特別重視中高齡人才的發展與招聘，他們豐富的經驗與專業知識是公司成長強而有力的後盾。 
2458,義隆,"2,208","1,965","2,009",7.78%,"1,835",7.00%,15.00%,,,
2459,敦吉,"1,621","1,406","1,019",-1.45%,993,1.64%,0.00%,,,
2460,建通,771,634,629,6.61%,569,8.59%,27.50%,,,
2461,光群雷,982,853,760,5.12%,661,7.31%,57.14%,,,
2462,良得電,"1,478","1,255","1,249",-3.33%,"1,003",-4.93%,5.66%,,,
2464,盟立,"1,249","1,044","1,131",9.28%,922,4.77%,11.83%,2024新進員工總計102人 29歲以下：42人 30~49歲：57人 50歲以上：3人,2024離職員工總計167人 29歲以下：41人 30~49歲：107人 50歲以上：19人,無
2466,冠西電,721,598,522,-2.97%,371,3.06%,5.92%,,,
2467,志聖,"1,425","1,243","1,138",0.44%,"1,051",3.24%,11.72%,30歲以下:63人；占比：60.58% 30~50歲:38人；占比：36.54% 50歲以上:3人；占比：2.88%,30歲以下:41人；占比：62.12% 30~50歲:21人；占比：31.82% 50歲以上:4人；占比：6.06%,
2468,華經,"1,014",857,788,6.92%,643,2.55%,40.00%,18 ~ 22歲   10人 23 ~ 26歲   12人 27 ~ 30歲     7人 31 ~ 35歲     6人 36 ~ 40歲     3人 41 ~ 45歲     4人 46 ~ 50歲     1人 51 ~ 60歲     4人           合計   47人,18 ~ 22歲     9人 23 ~ 26歲   12人 27 ~ 30歲   12人 31 ~ 35歲     7人 36 ~ 40歲     5人 41 ~ 45歲     5人 46 ~ 50歲     2人 51 ~ 60歲     6人 61歲以上      2人           合計   60人,一、公司基於就業機會均等人權原則，提供平等的工作機會給所有求職者，且完全遵守「勞動基準法」、「就業服務法」及「性別工作平等法」等法令。 二、公司極度重視人才的培育，訂有「員工培育訓練辦法」，凡本公司員工有業務及在職進修之需要者，得經過申請核准後派外受訓，除了內部業務訓練，也結合外部訓練機構，定期派員受訓接受新知，幫助同仁與時俱進、提升技術能力。
2471,資通,"1,568","1,366","1,277",1.03%,"1,158",3.12%,34.00%,,,
2472,立隆電,"1,918","1,695","1,318",13.33%,"1,376",23.96%,32.48%,,,
2474,可成,792,666,739,10.13%,625,10.82%,18.18%,30歲以下47.69%、31歲-50歲52.04%、51歲以上0.27%,30歲以下38.20%、31歲-50歲61.48%、51歲以上0.32%,
2476,鉅祥,864,758,712,5.64%,645,7.86%,31.78%,30歲以下57人 31-50歲78人 51歲以上7人,30歲以下56人 31-50歲76人 51歲以上17人,鉅祥秉持著人權至上的原則，相信每一位員工的潛力和貢獻是公司成功的關鍵，持續營造一個積極向上、開放包容的企業文化，與員工共同創造一個和諧的關係，人員招募時除了依據員工學經歷背景、專業知識技術、年資經驗等核定相符合的薪資水準，用以招募適任穩定的員工，並提出具產業競爭力的整體薪酬策略、人才培育與發展機制、績效考核與晉升、 多元的福利項目與法定的退休制度等人員管理制度。
2477,美隆電,"1,428","1,231",875,19.21%,816,27.90%,19.00%,30歲以下佔15.79%，30~50歲佔73.68%，50歲以上佔10.53%,30歲以下佔6.25%，30~50歲佔56.25%，50歲以上佔37.5%,目前尚無高齡員工晉用政策及培訓計畫 
2478,大毅,"1,065",928,778,11.62%,646,11.57%,26.00%,,,
2480,敦陽科,"1,256","1,075","1,065",5.03%,973,3.40%,23.29%,,,
2481,強茂,931,768,785,5.37%,610,10.11%,41.39%,2024年本公司新進員工人數共338人，其年齡分布為：30歲以下136人(佔員工總人數之9.2%)、30~50歲198人(佔員工總人數之13.39%)、50歲以上4人(佔員工總人數之0.27%)。,2024年本公司離職人數共328人，其年齡分布為：30歲以下108人(佔員工總人數之7.31%)、30~50歲206人(佔員工總人數之13.94%)、50歲以上14人(佔員工總人數之0.95%)。,無
2482,連宇,923,764,825,-1.20%,702,5.88%,25.81%,,,
2483,百容,634,526,524,4.59%,450,5.63%,12.28%,0~19歲：44人，佔2024年總新進員工27.33% 20~29歲：82人，佔2024年總新進員工50.93% 30~39歲：26人，佔2024年總總新進員工16.15% 40~80歲：9人，佔2024年總新進員工5.49%,0~19歲：57人，佔2024年總離職員工39.04% 20~29歲：65人，佔2024年總離職員工44.52% 30~39歲：22人，佔2024年總離職員工15.07% 40~80歲：2人，佔2024年總離職員工1.37%,
2484,希華,768,633,650,2.36%,575,3.42%,27.63%,,,
2485,兆赫,684,572,585,0.69%,429,0.70%,21.94%,,,
2486,一詮,934,642,677,8.32%,596,8.36%,12.50%,(1)新進員工年齡未滿30 ，佔比11%  (2)新進員工年齡30 以上 未滿50，佔比16%  (3)新進員工年齡50 以上，佔比1%   ,(1)離職員工年齡未滿30 ，佔比8%  (2)離職員工年齡30 以上 未滿50，佔比16%  (3)離職員工年齡50 以上，佔比1%   ,目前無規劃
2488,漢平,"1,455","1,272",981,8.40%,797,7.41%,0.00%,,,
2489,瑞軒,"1,745","1,533","1,360",4.45%,"1,200",3.90%,23.47%,,,
2491,吉祥全,910,772,568,-5.33%,552,0.55%,22.00%,,,
2492,華新科,840,696,752,14.46%,650,9.24%,37.23%,30歲以下佔75.52%、30~50歲佔24.33%、51歲以上佔0.15%,30歲以下佔62.84%、30~50歲佔36.06%、51歲以上佔1.10%,本公司秉持多元共融的人力資源政策，歡迎高齡人才加入或退休返聘，並依其專長提供彈性工時與合適職務配置；同時推動專屬培訓課程，提升職能與促進跨世代知識傳承，打造友善且具持續發展性的職場環境。
2493,揚博,"1,262","1,103",954,-6.19%,870,1.40%,18.97%,,,
2495,普安,"1,138",983,976,1.46%,855,5.30%,14.42%,本公司重視職場多元與包容，113年度新進員工年齡於30歲以下者佔比70%，45歲以上之中高齡佔比5%，除了因應產業發展趨勢、新產品開發技術及職務需求，未來將持續適時調整人力發展策略，拓展各年齡層人才來源，推動高齡友善職場之落實。,本公司113年度離職人員以30歲以下與30~50歲年齡層為主，分別佔年度離職人數之42%與50%；51歲以上人員佔比8%，其中75%為屆齡退休。 面對中青年族群流動，除提供多元化教育訓練、多方位職務發展機會、持續優化留才策略，更積極培養提升內部優秀人才，以提升人力穩定與專業技術傳承。,本公司重視職場多元化及工作平等，秉持開放性招募政策，亦積極拓展中高齡人才聘用機會，除著重專業背景經驗、管理能力，亦促進經驗傳承與產業永續發展。 於培訓計劃，除持續進行中高齡員工之工作適能與健康管理評估外，適時辦理專業技術訓練、管理面等課程，以促進中高齡員工與公司團隊間知識分享與指導合作。
2496,卓越,"3,028","2,621",855,4.27%,852,28.12%,61.70%,,,
2497,怡利電,949,816,724,6.63%,646,6.60%,26.00%,男49人16.55%、女21人9.63%,男66人22.30%、女57人19.26%,
2498,宏達電,"1,457","1,231","1,332",10.26%,"1,092",16.54%,28.57%,"全球新進員工中, 年齡≦29 佔56%, 30~50佔42%, 50＞佔2%","全球離職員工中, 年齡≦29 佔28%, 30~50佔62%, 50＞佔10%",
2501,國建,"1,548","1,346","1,225",18.70%,"1,095",11.96%,35.14%,30歲(含)以下20人；30-50歲(含)以下23人；51歲(含)以上0人，總計43人。,30歲(含)以下3人；30-50歲(含)以下20人；51歲(含)以上2人，總計25人。,
2504,國產,"1,604","1,476","1,114",10.63%,"1,118",11.69%,20.40%,,,
2505,國揚,"1,597","1,381","1,099",11.01%,976,6.67%,43.00%,1、20-29歲男2位、女3位 2、30-39歲男5位、女1位 3、40-49歲男3位、女0位 4、50-59歲男2位、女1位 5、60-69歲男0位、女0位,1、20-29歲男1位、女0位 2、30-39歲男1位、女1位 3、40-49歲男2位、女1位 4、50-59歲男1位、女0位 5、60-69歲男0位、女1位,
2506,太設,696,585,"1,002",33.07%,869,27.79%,65.00%,29歲(含)以下3人，30-50歲14人，51歲(含)以上2人。,29歲(含)以下2人，30-50歲8人，51歲(含)以上3人。,
2509,全坤建,"1,043",856,822,5.38%,773,1.71%,54.54%,"新進員工共13人, 以31-50歲:10人佔員工總人數16.39%, 30歲以下3人佔員工人數4.92%","離職員工(含退休) 共13人, 以31-50歲:11人佔員工總人數18.03%, 30歲以下1人佔員工人數1.64%, 51歲以上1人佔員工人數1.64%",
2511,太子,"1,014",857,721,-7.80%,660,-6.91%,40.29%,,,
2514,龍邦,"1,284","1,079",868,-10.14%,777,-14.43%,16.67%,,,
2515,中工,"1,326","1,156",943,27.09%,827,24.36%,17.62%,2024年共計新進員工 442人，新進率為 35.50%；其中，男性305人（佔比為69.00%）、 女性137人（佔比為31.00%）；具體年齡分佈如下： - 30歲（含）以下：新進員工共143人（佔新進總人數的32.35%），其中男性100人（佔新進總人數的22.62%），女性43人（佔新進總人數的9.73%）。 - 31-50歲（含）以下：新進員工數量最多，共214人（佔新進總人數的48.42%），其中男性137人（佔新進總人數的31.00%），女性77人（佔新進總人數的17.42%）。 - 51歲以上：新進員工共85人（佔新進總人數的19.23% ），其中男性68人（佔新進總人數的15.38%），女性17人（佔新進總人數的3.85%）。,2024年共計離職員工 328人，離職率為 26.35%；其中，男性230人（佔比為70.12%）、女性98人（佔比為29.88%）；具體年齡分佈如下： - 30歲（含）以下：離職員工共67人（佔離職總人數的20.43%），其中男性43人（佔離職總人數的13.11%），女性24人（佔離職總人數的7.32%）。 - 31-50歲（含）以下：離職員工數量最多，共167人（佔離職總人數的50.91%），其中男性106人（佔離職總人數的32.32%），女性61人（佔離職總人數的18.60%）。 - 51歲以上：離職員工共94人（佔離職總人數的28.66%）；其中男性81人（佔離職總人數的24.70%），女性13人（佔離職總人數的3.96%）。,公司在員工甄選上，採取多元與平等原則，年齡並非錄用與否之主要考量因素。公司重視其專業能力、相關證照與工作經驗，並視職務需求綜合評估其適任性，公司亦規劃依據職務內容提供對應之職前及在職培訓，確保其具備必要職能，發揮所長，提升整體工作效能。
2516,新建,752,653,623,0.48%,507,8.10%,9.00%,,,
2520,冠德,"2,501","2,226","1,561",43.21%,"1,416",43.17%,33.30%,,,
